date,usd_jpy
2016-11-19,93.6375
2016-11-20,167.814
2016-11-21,166.132
2016-11-22,137.0725
2016-11-23,123.0902
2016-11-24,167.3315
2016-11-25,109.9444
2016-11-26,127.8042
2016-11-27,112.4596
2016-11-28,124.1055
2016-11-29,94.96
2016-11-30,119.8079
2016-12-01,104.9022
2016-12-02,105.3122
2016-12-03,161.3536
2016-12-04,95.2285
2016-12-05,99.846
2016-12-06,122.4232
2016-12-07,107.2778
2016-12-08,122.2734
2016-12-09,143.7288
2016-12-10,129.4436
2016-12-11,148.0479
2016-12-12,169.4926
2016-12-13,115.5285
2016-12-14,129.479
2016-12-15,116.9509
2016-12-16,130.4787
2016-12-17,156.8633
2016-12-18,98.8794
2016-12-19,155.9281
2016-12-20,155.3465
2016-12-21,138.8391
2016-12-22,164.4251
2016-12-23,142.9672
2016-12-24,134.0063
2016-12-25,159.159
2016-12-26,144.2492
2016-12-27,145.5369
2016-12-28,92.7291
2016-12-29,91.6821
2016-12-30,110.2922
2016-12-31,168.1255
2017-01-01,136.6552
2017-01-02,165.338
2017-01-03,134.2048
2017-01-04,118.5045
2017-01-05,127.0099
2017-01-06,113.142
2017-01-07,114.2391
2017-01-08,163.1696
2017-01-09,105.611
2017-01-10,117.0984
2017-01-11,165.4234
2017-01-12,153.2243
2017-01-13,135.916
2017-01-14,139.9126
2017-01-15,123.3474
2017-01-16,116.4404
2017-01-17,98.123
2017-01-18,151.8645
2017-01-19,119.9764
2017-01-20,111.5448
2017-01-21,109.2199
2017-01-22,148.9178
2017-01-23,131.1655
2017-01-24,162.2826
2017-01-25,123.8417
2017-01-26,131.7518
2017-01-27,132.7361
2017-01-28,99.2998
2017-01-29,93.6462
2017-01-30,142.8149
2017-01-31,112.4357
2017-02-01,115.4128
2017-02-02,115.3191
2017-02-03,105.2109
2017-02-04,148.6323
2017-02-05,153.5788
2017-02-06,160.8929
2017-02-07,100.8059
2017-02-08,135.6875
2017-02-09,132.4864
2017-02-10,138.4007
2017-02-11,90.2683
2017-02-12,106.2913
2017-02-13,90.449
2017-02-14,150.3056
2017-02-15,139.3853
2017-02-16,146.8718
2017-02-17,168.5316
2017-02-18,100.7597
2017-02-19,118.0787
2017-02-20,166.4477
2017-02-21,110.3444
2017-02-22,134.7775
2017-02-23,93.9149
2017-02-24,95.8408
2017-02-25,119.9895
2017-02-26,167.8739
2017-02-27,115.9403
2017-02-28,140.0532
2017-03-01,164.5404
2017-03-02,128.8102
2017-03-03,91.5306
2017-03-04,133.7686
2017-03-05,126.7779
2017-03-06,120.3447
2017-03-07,118.7601
2017-03-08,123.1952
2017-03-09,99.7974
2017-03-10,157.8704
2017-03-11,123.3464
2017-03-12,104.9275
2017-03-13,110.3239
2017-03-14,154.822
2017-03-15,161.9071
2017-03-16,102.6691
2017-03-17,163.9199
2017-03-18,164.2174
2017-03-19,130.2224
2017-03-20,146.4264
2017-03-21,144.4334
2017-03-22,126.9503
2017-03-23,137.8274
2017-03-24,147.8197
2017-03-25,152.1195
2017-03-26,144.5788
2017-03-27,163.4666
2017-03-28,124.8018
2017-03-29,148.7174
2017-03-30,92.9292
2017-03-31,149.2495
2017-04-01,153.0152
2017-04-02,124.0613
2017-04-03,110.2593
2017-04-04,94.8446
2017-04-05,141.4062
2017-04-06,165.0598
2017-04-07,160.1856
2017-04-08,135.4342
2017-04-09,165.5473
2017-04-10,98.4173
2017-04-11,160.628
2017-04-12,131.7016
2017-04-13,119.5122
2017-04-14,91.2678
2017-04-15,100.3455
2017-04-16,97.038
2017-04-17,143.237
2017-04-18,132.9787
2017-04-19,121.0251
2017-04-20,116.8998
2017-04-21,140.32
2017-04-22,103.8663
2017-04-23,150.1098
2017-04-24,110.8645
2017-04-25,136.9256
2017-04-26,111.2382
2017-04-27,93.8991
2017-04-28,168.3797
2017-04-29,137.8595
2017-04-30,107.2031
2017-05-01,151.2728
2017-05-02,169.5027
2017-05-03,126.0277
2017-05-04,119.101
2017-05-05,107.6678
2017-05-06,98.8112
2017-05-07,124.629
2017-05-08,92.0949
2017-05-09,145.7368
2017-05-10,96.0195
2017-05-11,124.654
2017-05-12,131.2646
2017-05-13,104.5563
2017-05-14,119.0577
2017-05-15,114.536
2017-05-16,118.2937
2017-05-17,118.6996
2017-05-18,134.4101
2017-05-19,145.0656
2017-05-20,98.0535
2017-05-21,110.4653
2017-05-22,95.7529
2017-05-23,104.9653
2017-05-24,111.5771
2017-05-25,166.1439
2017-05-26,127.2932
2017-05-27,106.9889
2017-05-28,146.0894
2017-05-29,139.498
2017-05-30,131.2925
2017-05-31,131.8347
2017-06-01,128.1156
2017-06-02,131.6289
2017-06-03,155.3907
2017-06-04,108.6664
2017-06-05,111.6024
2017-06-06,90.0514
2017-06-07,142.0365
2017-06-08,124.9603
2017-06-09,154.0964
2017-06-10,112.9753
2017-06-11,154.7518
2017-06-12,154.9636
2017-06-13,100.8496
2017-06-14,165.2967
2017-06-15,106.1252
2017-06-16,148.3684
2017-06-17,128.9219
2017-06-18,108.4115
2017-06-19,152.1744
2017-06-20,108.4655
2017-06-21,121.418
2017-06-22,115.723
2017-06-23,138.7325
2017-06-24,137.8993
2017-06-25,108.5089
2017-06-26,106.1093
2017-06-27,100.365
2017-06-28,101.9764
2017-06-29,142.3279
2017-06-30,169.2848
2017-07-01,101.3239
2017-07-02,156.2692
2017-07-03,120.0633
2017-07-04,123.9943
2017-07-05,145.078
2017-07-06,136.4593
2017-07-07,105.8805
2017-07-08,103.3641
2017-07-09,103.301
2017-07-10,167.8535
2017-07-11,104.4775
2017-07-12,119.746
2017-07-13,165.7696
2017-07-14,96.7256
2017-07-15,114.1353
2017-07-16,96.9813
2017-07-17,129.5373
2017-07-18,90.3238
2017-07-19,129.626
2017-07-20,168.5552
2017-07-21,129.9187
2017-07-22,108.505
2017-07-23,95.3675
2017-07-24,99.8013
2017-07-25,100.2601
2017-07-26,128.0622
2017-07-27,114.9467
2017-07-28,127.816
2017-07-29,167.1955
2017-07-30,164.7125
2017-07-31,137.0774
2017-08-01,149.3507
2017-08-02,169.3236
2017-08-03,169.6049
2017-08-04,166.6137
2017-08-05,161.7
2017-08-06,117.9421
2017-08-07,93.5866
2017-08-08,135.6203
2017-08-09,114.2397
2017-08-10,133.8306
2017-08-11,132.9408
2017-08-12,116.8633
2017-08-13,94.9531
2017-08-14,106.1418
2017-08-15,114.5036
2017-08-16,100.1617
2017-08-17,147.6666
2017-08-18,145.1536
2017-08-19,155.9573
2017-08-20,122.8042
2017-08-21,140.5722
2017-08-22,99.4264
2017-08-23,96.6793
2017-08-24,111.1582
2017-08-25,152.2917
2017-08-26,103.3783
2017-08-27,110.037
2017-08-28,118.039
2017-08-29,134.2546
2017-08-30,157.5394
2017-08-31,128.2803
2017-09-01,134.8906
2017-09-02,124.5342
2017-09-03,139.9692
2017-09-04,168.0896
2017-09-05,142.1354
2017-09-06,134.7203
2017-09-07,100.4477
2017-09-08,91.353
2017-09-09,100.4883
2017-09-10,128.0773
2017-09-11,161.3805
2017-09-12,149.5103
2017-09-13,105.001
2017-09-14,136.9393
2017-09-15,108.7877
2017-09-16,120.1794
2017-09-17,113.637
2017-09-18,134.7546
2017-09-19,94.7437
2017-09-20,135.0348
2017-09-21,134.3944
2017-09-22,117.3667
2017-09-23,149.2458
2017-09-24,94.76
2017-09-25,153.5702
2017-09-26,117.0871
2017-09-27,118.7106
2017-09-28,131.823
2017-09-29,93.5055
2017-09-30,134.6085
2017-10-01,146.7623
2017-10-02,141.9656
2017-10-03,106.4616
2017-10-04,127.0251
2017-10-05,114.3725
2017-10-06,151.0204
2017-10-07,136.7054
2017-10-08,161.5184
2017-10-09,94.8249
2017-10-10,114.6996
2017-10-11,167.3436
2017-10-12,123.7566
2017-10-13,123.8352
2017-10-14,156.6149
2017-10-15,103.7464
2017-10-16,122.2495
2017-10-17,96.33
2017-10-18,118.7354
2017-10-19,93.2883
2017-10-20,106.0775
2017-10-21,134.0824
2017-10-22,112.94
2017-10-23,99.7131
2017-10-24,128.9022
2017-10-25,162.0444
2017-10-26,120.1117
2017-10-27,123.5634
2017-10-28,109.6822
2017-10-29,148.7354
2017-10-30,103.0126
2017-10-31,104.9817
2017-11-01,119.7905
2017-11-02,149.7966
2017-11-03,96.3497
2017-11-04,126.7943
2017-11-05,140.7106
2017-11-06,153.0046
2017-11-07,100.0921
2017-11-08,139.7344
2017-11-09,141.0135
2017-11-10,124.0429
2017-11-11,150.7992
2017-11-12,122.5654
2017-11-13,92.2301
2017-11-14,124.0018
2017-11-15,126.0102
2017-11-16,117.4737
2017-11-17,106.9408
2017-11-18,136.6887
2017-11-19,99.719
2017-11-20,125.788
2017-11-21,119.4925
2017-11-22,99.506
2017-11-23,162.2554
2017-11-24,109.0291
2017-11-25,94.4813
2017-11-26,94.8211
2017-11-27,169.889
2017-11-28,153.1123
2017-11-29,156.6474
2017-11-30,168.365
2017-12-01,139.4216
2017-12-02,108.2993
2017-12-03,143.3673
2017-12-04,145.2218
2017-12-05,158.502
2017-12-06,162.2809
2017-12-07,108.2102
2017-12-08,146.5026
2017-12-09,92.8371
2017-12-10,168.7869
2017-12-11,121.4266
2017-12-12,102.2927
2017-12-13,144.913
2017-12-14,113.927
2017-12-15,147.3381
2017-12-16,107.8998
2017-12-17,121.1917
2017-12-18,114.3361
2017-12-19,160.7816
2017-12-20,137.5765
2017-12-21,148.116
2017-12-22,91.8281
2017-12-23,94.638
2017-12-24,122.2047
2017-12-25,131.8574
2017-12-26,138.6487
2017-12-27,126.73
2017-12-28,101.8691
2017-12-29,160.7557
2017-12-30,146.0099
2017-12-31,109.1806
2018-01-01,135.5795
2018-01-02,116.0457
2018-01-03,152.5984
2018-01-04,110.5395
2018-01-05,147.6574
2018-01-06,111.7362
2018-01-07,165.3054
2018-01-08,116.0327
2018-01-09,150.738
2018-01-10,109.202
2018-01-11,168.2707
2018-01-12,93.6542
2018-01-13,153.8115
2018-01-14,148.7034
2018-01-15,166.4444
2018-01-16,142.9805
2018-01-17,96.7972
2018-01-18,119.2929
2018-01-19,166.9804
2018-01-20,123.3505
2018-01-21,103.0452
2018-01-22,104.2801
2018-01-23,136.2519
2018-01-24,130.0346
2018-01-25,116.3991
2018-01-26,148.0892
2018-01-27,162.5583
2018-01-28,103.2209
2018-01-29,104.718
2018-01-30,101.1862
2018-01-31,116.8675
2018-02-01,160.2773
2018-02-02,99.1001
2018-02-03,153.8076
2018-02-04,155.4637
2018-02-05,148.0786
2018-02-06,136.255
2018-02-07,159.1063
2018-02-08,142.3272
2018-02-09,102.775
2018-02-10,149.913
2018-02-11,139.1267
2018-02-12,165.3765
2018-02-13,164.6746
2018-02-14,163.9875
2018-02-15,104.5619
2018-02-16,168.2796
2018-02-17,164.9942
2018-02-18,100.3835
2018-02-19,115.2145
2018-02-20,151.0511
2018-02-21,139.6331
2018-02-22,128.9507
2018-02-23,106.3306
2018-02-24,94.8606
2018-02-25,99.8145
2018-02-26,129.0746
2018-02-27,95.1961
2018-02-28,113.654
2018-03-01,104.9054
2018-03-02,123.3565
2018-03-03,115.4816
2018-03-04,157.9097
2018-03-05,149.0952
2018-03-06,128.0991
2018-03-07,157.194
2018-03-08,137.8161
2018-03-09,94.2359
2018-03-10,142.7516
2018-03-11,99.2686
2018-03-12,142.1303
2018-03-13,138.9306
2018-03-14,128.5504
2018-03-15,106.5316
2018-03-16,161.3657
2018-03-17,108.4842
2018-03-18,121.209
2018-03-19,111.5243
2018-03-20,139.1201
2018-03-21,98.6322
2018-03-22,162.5022
2018-03-23,130.2111
2018-03-24,159.2611
2018-03-25,140.663
2018-03-26,140.0952
2018-03-27,95.4571
2018-03-28,103.1515
2018-03-29,138.3405
2018-03-30,120.2681
2018-03-31,115.8037
2018-04-01,135.7797
2018-04-02,134.8473
2018-04-03,158.0519
2018-04-04,146.3628
2018-04-05,109.0138
2018-04-06,126.9124
2018-04-07,96.6989
2018-04-08,106.9723
2018-04-09,116.231
2018-04-10,123.186
2018-04-11,162.3964
2018-04-12,90.8904
2018-04-13,169.3943
2018-04-14,115.3587
2018-04-15,158.7065
2018-04-16,116.4264
2018-04-17,153.0345
2018-04-18,116.8999
2018-04-19,113.4772
2018-04-20,168.8027
2018-04-21,155.7648
2018-04-22,139.2833
2018-04-23,150.2195
2018-04-24,131.0141
2018-04-25,162.7762
2018-04-26,164.2114
2018-04-27,149.522
2018-04-28,94.7891
2018-04-29,96.6195
2018-04-30,155.8105
2018-05-01,121.8691
2018-05-02,160.2921
2018-05-03,105.452
2018-05-04,127.6903
2018-05-05,143.3602
2018-05-06,135.0113
2018-05-07,111.4266
2018-05-08,165.5247
2018-05-09,134.3714
2018-05-10,153.4633
2018-05-11,106.256
2018-05-12,116.7031
2018-05-13,149.9392
2018-05-14,93.8379
2018-05-15,150.8576
2018-05-16,160.2218
2018-05-17,169.1151
2018-05-18,150.0564
2018-05-19,94.1397
2018-05-20,102.5648
2018-05-21,152.8236
2018-05-22,122.0203
2018-05-23,164.7504
2018-05-24,90.1757
2018-05-25,158.2879
2018-05-26,107.3932
2018-05-27,99.3338
2018-05-28,109.9683
2018-05-29,119.8356
2018-05-30,106.5878
2018-05-31,128.9773
2018-06-01,139.3168
2018-06-02,124.2992
2018-06-03,129.2718
2018-06-04,114.7422
2018-06-05,143.7356
2018-06-06,159.5936
2018-06-07,148.0472
2018-06-08,139.3413
2018-06-09,143.5293
2018-06-10,96.189
2018-06-11,124.2484
2018-06-12,158.0049
2018-06-13,102.4306
2018-06-14,154.8437
2018-06-15,157.3404
2018-06-16,99.9135
2018-06-17,159.8689
2018-06-18,155.5425
2018-06-19,162.5944
2018-06-20,106.9501
2018-06-21,96.1563
2018-06-22,108.063
2018-06-23,97.9605
2018-06-24,135.902
2018-06-25,92.6703
2018-06-26,106.2261
2018-06-27,162.7713
2018-06-28,164.8941
2018-06-29,122.5891
2018-06-30,102.2241
2018-07-01,140.6644
2018-07-02,105.2525
2018-07-03,159.4035
2018-07-04,150.8636
2018-07-05,117.1815
2018-07-06,165.1208
2018-07-07,114.1493
2018-07-08,132.3931
2018-07-09,113.5184
2018-07-10,94.0141
2018-07-11,134.641
2018-07-12,90.6293
2018-07-13,166.7218
2018-07-14,105.8259
2018-07-15,164.3214
2018-07-16,128.2004
2018-07-17,154.8908
2018-07-18,168.5429
2018-07-19,145.6
2018-07-20,111.0931
2018-07-21,161.5861
2018-07-22,140.485
2018-07-23,145.9136
2018-07-24,96.0177
2018-07-25,124.6868
2018-07-26,158.3481
2018-07-27,130.9785
2018-07-28,142.1564
2018-07-29,96.4905
2018-07-30,115.2107
2018-07-31,150.0916
2018-08-01,92.8105
2018-08-02,127.5025
2018-08-03,93.1545
2018-08-04,120.1696
2018-08-05,99.7045
2018-08-06,142.9684
2018-08-07,130.0176
2018-08-08,118.3714
2018-08-09,109.4752
2018-08-10,165.8355
2018-08-11,145.9653
2018-08-12,91.6776
2018-08-13,160.3095
2018-08-14,150.4209
2018-08-15,151.7933
2018-08-16,118.2281
2018-08-17,168.4996
2018-08-18,101.9008
2018-08-19,161.1618
2018-08-20,115.6057
2018-08-21,149.3752
2018-08-22,90.5127
2018-08-23,133.531
2018-08-24,151.8462
2018-08-25,162.4112
2018-08-26,127.8153
2018-08-27,126.7475
2018-08-28,103.2281
2018-08-29,157.4827
2018-08-30,165.5738
2018-08-31,120.3873
2018-09-01,133.1594
2018-09-02,101.887
2018-09-03,152.0164
2018-09-04,124.4104
2018-09-05,156.8063
2018-09-06,169.3839
2018-09-07,93.014
2018-09-08,109.7841
2018-09-09,134.8202
2018-09-10,97.8353
2018-09-11,167.0489
2018-09-12,120.7419
2018-09-13,163.8954
2018-09-14,151.1416
2018-09-15,107.4253
2018-09-16,134.3622
2018-09-17,125.1529
2018-09-18,124.85
2018-09-19,101.3278
2018-09-20,161.3663
2018-09-21,151.8865
2018-09-22,137.5067
2018-09-23,144.239
2018-09-24,127.5338
2018-09-25,151.0668
2018-09-26,123.4461
2018-09-27,113.8862
2018-09-28,122.843
2018-09-29,137.7885
2018-09-30,159.7011
2018-10-01,141.6867
2018-10-02,101.6051
2018-10-03,151.1155
2018-10-04,138.3465
2018-10-05,129.0766
2018-10-06,137.2174
2018-10-07,123.622
2018-10-08,99.8797
2018-10-09,109.7985
2018-10-10,151.1016
2018-10-11,122.4066
2018-10-12,140.4876
2018-10-13,140.6793
2018-10-14,113.662
2018-10-15,157.5404
2018-10-16,148.8573
2018-10-17,92.213
2018-10-18,163.4351
2018-10-19,100.0051
2018-10-20,169.0023
2018-10-21,101.4299
2018-10-22,162.8499
2018-10-23,94.4901
2018-10-24,146.9826
2018-10-25,162.5078
2018-10-26,118.0461
2018-10-27,95.2073
2018-10-28,97.2581
2018-10-29,128.7117
2018-10-30,167.6568
2018-10-31,143.3787
2018-11-01,141.3249
2018-11-02,98.497
2018-11-03,168.7578
2018-11-04,149.863
2018-11-05,133.0652
2018-11-06,98.1253
2018-11-07,152.6741
2018-11-08,106.0737
2018-11-09,157.9013
2018-11-10,98.5875
2018-11-11,169.0369
2018-11-12,163.7665
2018-11-13,106.801
2018-11-14,122.5997
2018-11-15,161.032
2018-11-16,124.7427
2018-11-17,132.0242
2018-11-18,91.2864
2018-11-19,150.5979
2018-11-20,115.9902
2018-11-21,110.1407
2018-11-22,103.998
2018-11-23,120.5156
2018-11-24,132.2909
2018-11-25,129.1767
2018-11-26,167.8315
2018-11-27,134.7949
2018-11-28,169.3533
2018-11-29,146.3848
2018-11-30,112.8251
2018-12-01,109.6733
2018-12-02,144.584
2018-12-03,92.2787
2018-12-04,118.3513
2018-12-05,98.7136
2018-12-06,117.8589
2018-12-07,129.8713
2018-12-08,138.6742
2018-12-09,98.3772
2018-12-10,99.4616
2018-12-11,164.9003
2018-12-12,149.1981
2018-12-13,144.2969
2018-12-14,105.406
2018-12-15,113.7413
2018-12-16,101.6027
2018-12-17,129.6054
2018-12-18,121.3554
2018-12-19,165.727
2018-12-20,155.9506
2018-12-21,151.5885
2018-12-22,128.3915
2018-12-23,149.7326
2018-12-24,136.4103
2018-12-25,108.9709
2018-12-26,165.5396
2018-12-27,133.1289
2018-12-28,134.0813
2018-12-29,122.4239
2018-12-30,113.0216
2018-12-31,149.9292
2019-01-01,132.8458
2019-01-02,94.5717
2019-01-03,158.9534
2019-01-04,125.7579
2019-01-05,91.8689
2019-01-06,132.2719
2019-01-07,93.8469
2019-01-08,147.1624
2019-01-09,163.5144
2019-01-10,113.8776
2019-01-11,166.0855
2019-01-12,113.7118
2019-01-13,131.3503
2019-01-14,137.4661
2019-01-15,168.1902
2019-01-16,95.7225
2019-01-17,121.3268
2019-01-18,151.1257
2019-01-19,165.2012
2019-01-20,149.7503
2019-01-21,102.515
2019-01-22,98.6959
2019-01-23,144.0212
2019-01-24,125.9313
2019-01-25,132.9277
2019-01-26,95.8117
2019-01-27,155.9042
2019-01-28,103.0938
2019-01-29,158.8971
2019-01-30,157.9214
2019-01-31,129.5349
2019-02-01,127.6807
2019-02-02,167.4057
2019-02-03,156.2889
2019-02-04,169.4326
2019-02-05,159.2243
2019-02-06,102.8024
2019-02-07,93.2386
2019-02-08,164.9237
2019-02-09,134.2664
2019-02-10,151.0324
2019-02-11,146.045
2019-02-12,110.9242
2019-02-13,114.3718
2019-02-14,120.5426
2019-02-15,117.1175
2019-02-16,149.4096
2019-02-17,110.2808
2019-02-18,157.3831
2019-02-19,148.6872
2019-02-20,126.4829
2019-02-21,155.1694
2019-02-22,153.1212
2019-02-23,114.6368
2019-02-24,109.59
2019-02-25,136.6075
2019-02-26,152.907
2019-02-27,116.0034
2019-02-28,98.2908
2019-03-01,120.6768
2019-03-02,92.5883
2019-03-03,169.779
2019-03-04,133.364
2019-03-05,126.4844
2019-03-06,105.348
2019-03-07,135.6011
2019-03-08,96.4116
2019-03-09,94.0551
2019-03-10,167.0575
2019-03-11,119.2329
2019-03-12,157.0219
2019-03-13,99.7743
2019-03-14,115.9745
2019-03-15,120.6607
2019-03-16,158.0514
2019-03-17,94.5061
2019-03-18,160.7732
2019-03-19,102.7053
2019-03-20,149.2107
2019-03-21,165.7069
2019-03-22,96.5867
2019-03-23,108.154
2019-03-24,122.7115
2019-03-25,159.8487
2019-03-26,98.2767
2019-03-27,124.9633
2019-03-28,106.2646
2019-03-29,125.2591
2019-03-30,91.3129
2019-03-31,128.3465
2019-04-01,129.3484
2019-04-02,110.9605
2019-04-03,124.5997
2019-04-04,169.9137
2019-04-05,98.8877
2019-04-06,141.1245
2019-04-07,143.5686
2019-04-08,147.874
2019-04-09,143.6214
2019-04-10,144.2909
2019-04-11,96.9502
2019-04-12,145.271
2019-04-13,99.2133
2019-04-14,137.2346
2019-04-15,93.0941
2019-04-16,108.415
2019-04-17,109.728
2019-04-18,155.1694
2019-04-19,108.021
2019-04-20,123.3349
2019-04-21,139.7355
2019-04-22,165.4128
2019-04-23,135.5324
2019-04-24,163.7652
2019-04-25,154.5194
2019-04-26,91.8104
2019-04-27,117.1704
2019-04-28,108.3495
2019-04-29,96.7456
2019-04-30,103.6701
2019-05-01,154.1572
2019-05-02,161.6189
2019-05-03,131.1132
2019-05-04,111.3616
2019-05-05,133.1995
2019-05-06,104.5708
2019-05-07,113.4852
2019-05-08,113.5497
2019-05-09,158.1194
2019-05-10,152.8881
2019-05-11,112.1995
2019-05-12,110.8034
2019-05-13,136.2511
2019-05-14,91.4361
2019-05-15,149.1829
2019-05-16,166.2415
2019-05-17,123.1242
2019-05-18,120.5618
2019-05-19,90.002
2019-05-20,90.6265
2019-05-21,146.1345
2019-05-22,144.4368
2019-05-23,93.4886
2019-05-24,151.1018
2019-05-25,151.3216
2019-05-26,111.5415
2019-05-27,110.8418
2019-05-28,117.2155
2019-05-29,131.5194
2019-05-30,113.3601
2019-05-31,156.6734
2019-06-01,97.4682
2019-06-02,143.0396
2019-06-03,168.4988
2019-06-04,144.1918
2019-06-05,101.513
2019-06-06,142.3234
2019-06-07,110.5589
2019-06-08,130.7928
2019-06-09,91.3503
2019-06-10,103.1879
2019-06-11,167.6938
2019-06-12,109.1161
2019-06-13,93.3229
2019-06-14,108.0474
2019-06-15,123.0486
2019-06-16,108.9411
2019-06-17,150.6175
2019-06-18,114.9915
2019-06-19,131.2569
2019-06-20,103.0658
2019-06-21,93.2497
2019-06-22,130.5004
2019-06-23,154.1465
2019-06-24,123.1743
2019-06-25,116.9944
2019-06-26,156.646
2019-06-27,91.187
2019-06-28,150.7743
2019-06-29,134.1705
2019-06-30,116.9846
2019-07-01,152.4374
2019-07-02,104.1474
2019-07-03,136.437
2019-07-04,163.9819
2019-07-05,123.3787
2019-07-06,115.9217
2019-07-07,156.2397
2019-07-08,164.9102
2019-07-09,122.3622
2019-07-10,118.948
2019-07-11,135.6272
2019-07-12,112.6311
2019-07-13,155.8713
2019-07-14,106.2709
2019-07-15,143.2414
2019-07-16,95.338
2019-07-17,106.2439
2019-07-18,151.8196
2019-07-19,109.6028
2019-07-20,156.1446
2019-07-21,127.9216
2019-07-22,102.7991
2019-07-23,124.1001
2019-07-24,163.4413
2019-07-25,157.7244
2019-07-26,103.5917
2019-07-27,146.006
2019-07-28,110.9153
2019-07-29,168.0016
2019-07-30,142.295
2019-07-31,101.6331
2019-08-01,121.381
2019-08-02,117.3197
2019-08-03,162.6362
2019-08-04,156.8373
2019-08-05,138.5882
2019-08-06,168.1911
2019-08-07,122.4174
2019-08-08,142.9309
2019-08-09,94.9675
2019-08-10,95.8792
2019-08-11,121.5952
2019-08-12,150.0863
2019-08-13,107.8025
2019-08-14,161.7854
